,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold,HasGarage,GarageYearDiff,IsRemod,RemodYearDiff,SalePrice
639,1567,0,None,1,TwnhsE,Gd,Av,1154.0,0.0,GLQ,Unf,1.0,0.0,Gd,366.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,648.0,3.0,TA,Fin,TA,Attchd,1567,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,3982,Inside,53.0,Reg,120,RL,0.0,None,None,10,Blmngtn,0,5,8,Y,Hip,Partial,New,0,7,1520.0,312,2006,2006,1,0.0,0,0,264561
640,1518,0,None,1,TwnhsE,TA,Gd,1218.0,0.0,GLQ,Unf,0.0,0.0,Ex,300.0,Y,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,None,Gd,1,PConc,1,Typ,588.0,2.0,TA,RFn,TA,Attchd,1518,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12677,Inside,62.0,IR1,120,RL,472.0,BrkFace,None,4,NridgHt,140,5,8,Y,Hip,Normal,WD,0,6,1518.0,185,2003,2008,1,0.0,1,1,274000
641,1057,872,None,3,1Fam,TA,No,738.0,0.0,GLQ,Unf,1.0,0.0,Gd,319.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,650.0,2.0,TA,Fin,TA,Attchd,1929,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7050,Inside,68.0,Reg,60,FV,0.0,None,None,5,Somerst,235,5,7,Y,Gable,Normal,WD,0,7,1057.0,0,2001,2007,1,0.0,0,0,226000
642,2000,704,None,4,1Fam,TA,Gd,1410.0,0.0,GLQ,Unf,1.0,0.0,Gd,542.0,Y,Norm,SBrkr,0,TA,Gd,Plywood,Wd Sdng,MnPrv,TA,3,CBlock,2,Typ,538.0,2.0,TA,Fin,TA,Attchd,2704,1,GasA,Gd,SLvl,1,Ex,Lvl,Gtl,13860,Inside,75.0,Reg,80,RL,0.0,None,None,7,NAmes,111,7,8,Y,Gable,Normal,WD,0,9,1952.0,269,1972,2009,1,0.0,1,23,345000
643,780,840,None,4,1Fam,TA,No,493.0,287.0,Rec,BLQ,0.0,0.0,TA,0.0,Y,RRAn,SBrkr,0,TA,TA,WdShing,HdBoard,GdWo,None,0,CBlock,2,Min1,462.0,2.0,TA,Fin,TA,Attchd,1620,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10793,Inside,80.0,Reg,60,RL,263.0,BrkFace,None,4,NWAmes,0,5,5,Y,Mansard,Normal,WD,0,7,780.0,208,1969,2007,1,0.0,0,0,152000
644,1766,0,None,2,1Fam,TA,Mn,1121.0,0.0,GLQ,Unf,1.0,0.0,Ex,645.0,Y,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,478.0,3.0,TA,Fin,TA,Attchd,1766,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,9187,Inside,85.0,Reg,20,FV,162.0,Stone,None,10,Somerst,130,5,9,Y,Gable,Partial,New,0,7,1766.0,195,2009,2009,1,0.0,0,0,370878
645,981,0,None,3,1Fam,TA,No,282.0,35.0,ALQ,LwQ,1.0,0.0,TA,664.0,Y,Norm,SBrkr,40,TA,TA,Plywood,Plywood,None,None,0,CBlock,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,981,1,GasA,TA,1Story,1,TA,Lvl,Gtl,10530,Corner,68.0,IR1,20,RL,0.0,None,None,3,NAmes,312,5,6,Y,Hip,Normal,WD,0,5,981.0,0,1971,2007,1,8.0,0,0,143250
646,1048,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,0.0,Y,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Min1,420.0,2.0,TA,Unf,TA,Detchd,1048,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,None,7,NAmes,27,5,5,Y,Hip,Normal,WD,0,7,0.0,0,1950,2008,1,0.0,0,0,98300
647,1094,0,None,3,1Fam,TA,Mn,500.0,0.0,Rec,Unf,0.0,0.0,TA,594.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,2,CBlock,1,Typ,495.0,2.0,TA,RFn,TA,Attchd,1094,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10452,Inside,85.0,IR1,20,RL,216.0,Stone,None,6,Edwards,0,5,6,Y,Hip,Normal,WD,287,5,1094.0,0,1953,2008,1,0.0,0,0,155000
648,1051,788,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,756.0,Y,PosN,SBrkr,216,TA,TA,MetalSd,MetalSd,None,TA,1,CBlock,1,Typ,442.0,2.0,TA,Unf,TA,Attchd,1839,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7700,Inside,70.0,Reg,60,RL,351.0,BrkFace,None,6,NAmes,124,5,6,Y,Gable,Normal,WD,0,7,756.0,0,1966,2010,1,0.0,0,0,155000
649,630,0,None,1,Twnhs,TA,Av,131.0,499.0,BLQ,GLQ,1.0,0.0,Gd,0.0,Y,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,MnPrv,None,0,CBlock,1,Typ,0.0,0.0,None,None,None,None,630,0,GasA,Gd,SFoyer,1,TA,Lvl,Gtl,1936,Inside,21.0,Reg,180,RM,0.0,None,None,12,MeadowV,0,6,4,Y,Gable,Normal,WD,0,3,630.0,0,1970,2007,0,0.0,0,0,84500
650,822,843,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,813.0,Y,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,None,0,PConc,2,Typ,562.0,2.0,TA,RFn,TA,Attchd,1665,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8125,Inside,65.0,Reg,60,FV,0.0,None,None,5,Somerst,0,6,7,Y,Gable,Normal,WD,0,7,813.0,0,2007,2008,1,0.0,0,0,205950
651,755,755,None,4,1Fam,TA,Mn,0.0,0.0,Unf,Unf,1.0,0.0,TA,755.0,Y,Artery,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,1,Typ,296.0,1.0,Po,Unf,Fa,Detchd,1510,0,GasA,TA,2Story,1,TA,Lvl,Gtl,9084,Inside,60.0,Reg,70,RL,0.0,None,None,10,Edwards,0,5,4,P,Gable,Normal,WD,0,7,755.0,120,1940,2009,1,0.0,1,10,108000
652,909,807,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,880.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,512.0,2.0,TA,RFn,TA,Attchd,1716,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8750,Inside,70.0,Reg,60,RL,0.0,None,None,7,CollgCr,120,5,7,Y,Gable,Normal,WD,0,7,880.0,0,1996,2009,1,0.0,0,0,191000
653,756,713,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,756.0,Y,Norm,SBrkr,239,TA,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,216.0,1.0,TA,Unf,TA,Detchd,1469,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,10320,Inside,60.0,Reg,50,RM,0.0,None,None,6,IDOTRR,0,7,6,Y,Gable,Normal,WD,0,7,756.0,57,1906,2008,1,0.0,1,89,135000
654,2113,0,None,2,1Fam,TA,Gd,1696.0,0.0,GLQ,Unf,1.0,0.0,Gd,413.0,Y,Norm,SBrkr,0,Gd,Gd,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,839.0,3.0,TA,Fin,TA,Attchd,2113,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10437,Inside,91.0,IR1,20,RL,660.0,BrkFace,None,8,NoRidge,46,6,8,Y,Hip,Normal,WD,0,7,2109.0,236,1995,2008,1,0.0,0,0,350000
655,525,567,None,3,Twnhs,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,525.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,ImStucc,None,None,0,CBlock,1,Typ,264.0,1.0,TA,Unf,TA,Detchd,1092,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21.0,Reg,160,RM,381.0,BrkFace,None,3,BrDale,0,5,6,Y,Gable,Family,WD,0,6,525.0,0,1971,2010,1,0.0,0,0,88000
656,1053,0,None,3,1Fam,TA,No,806.0,0.0,ALQ,Unf,1.0,0.0,TA,247.0,Y,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,312.0,1.0,TA,RFn,TA,Attchd,1053,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10007,Inside,72.0,IR1,20,RL,54.0,BrkFace,None,8,NAmes,0,7,5,Y,Gable,Normal,WD,0,5,1053.0,0,1959,2008,1,0.0,1,47,145500
657,851,651,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,776.0,Y,Norm,SBrkr,112,Fa,TA,Stucco,Wd Shng,MnPrv,Gd,1,BrkTil,1,Typ,270.0,1.0,TA,RFn,TA,Attchd,1502,1,GasA,TA,2Story,1,TA,HLS,Mod,7200,Inside,60.0,Reg,70,RL,0.0,None,None,2,Crawfor,0,6,7,P,Gable,Normal,WD,0,6,776.0,0,1931,2008,1,0.0,1,69,149000
658,912,546,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,1.0,TA,912.0,Y,Artery,SBrkr,0,TA,TA,VinylSd,VinylSd,None,Gd,1,CBlock,1,Typ,330.0,1.0,TA,Unf,TA,Attchd,1458,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,17503,Inside,78.0,Reg,50,RL,0.0,None,None,1,NAmes,0,5,6,Y,Gable,Abnorml,WD,0,6,912.0,192,1948,2010,1,0.0,1,2,97500
659,1486,0,None,3,1Fam,TA,No,637.0,0.0,BLQ,Unf,1.0,0.0,TA,849.0,Y,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,None,0,PConc,1,Typ,480.0,2.0,TA,Fin,TA,Detchd,1486,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9937,Corner,75.0,Reg,20,RL,0.0,None,None,3,Edwards,0,7,5,Y,Hip,Normal,WD,0,7,1486.0,0,1964,2009,1,4.0,1,35,167000
660,1142,793,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,793.0,Y,Norm,SBrkr,252,TA,TA,Plywood,Plywood,None,TA,1,CBlock,2,Typ,550.0,2.0,TA,RFn,TA,Attchd,1935,1,GasA,TA,2Story,1,TA,Lvl,Gtl,12384,CulDSac,68.0,Reg,60,RL,233.0,BrkFace,None,11,NWAmes,113,7,7,Y,Gable,Normal,WD,0,7,793.0,0,1976,2007,1,0.0,0,0,197900
661,1686,762,None,4,1Fam,Gd,No,1361.0,180.0,GLQ,Rec,1.0,0.0,Gd,88.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,711.0,3.0,TA,RFn,TA,Attchd,2448,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,46589,CulDSac,52.0,IR2,60,RL,528.0,BrkFace,None,7,NoRidge,76,7,8,Y,Hip,Normal,WD,0,8,1629.0,517,1994,2009,1,0.0,1,11,402000
662,1392,0,None,2,1Fam,Fa,No,0.0,0.0,Unf,Unf,1.0,0.0,Fa,1392.0,Y,Norm,SBrkr,240,TA,TA,Wd Sdng,Wd Sdng,None,TA,2,CBlock,1,Maj2,576.0,2.0,TA,RFn,TA,Attchd,1392,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,13560,Corner,120.0,Reg,20,RL,216.0,BrkFace,None,7,NAmes,0,3,6,Y,Hip,Normal,WD,0,5,1392.0,0,1968,2009,1,0.0,0,0,110000
663,1181,0,None,3,1Fam,TA,Av,920.0,180.0,BLQ,Rec,1.0,0.0,Gd,38.0,Y,Norm,SBrkr,180,TA,TA,Plywood,Plywood,MnPrv,None,0,CBlock,2,Typ,588.0,2.0,TA,RFn,TA,Detchd,1181,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,10012,Inside,90.0,Reg,85,RL,0.0,None,None,4,Edwards,0,5,4,Y,Gable,Normal,WD,0,6,1138.0,0,1972,2008,1,2.0,0,0,137500
664,2097,0,None,1,1Fam,TA,Mn,1721.0,0.0,GLQ,Unf,1.0,0.0,Ex,356.0,Y,RRAn,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Ex,1,PConc,1,Typ,1134.0,3.0,TA,Fin,TA,Attchd,2097,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,20896,CulDSac,49.0,IR2,20,RL,0.0,None,None,1,Somerst,267,5,8,Y,Gable,Partial,New,0,8,2077.0,192,2005,2006,1,0.0,1,1,423000
665,1454,482,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1406.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,504.0,2.0,TA,RFn,TA,Attchd,1936,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11194,Corner,106.0,IR1,60,RL,40.0,BrkFace,None,11,Gilbert,124,5,8,Y,Gable,Normal,WD,0,7,1406.0,188,2000,2006,1,0.0,0,0,230500
666,1465,915,None,3,1Fam,TA,No,187.0,723.0,LwQ,Rec,0.0,0.0,Gd,111.0,Y,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,None,Po,1,CBlock,2,Sev,596.0,2.0,TA,Unf,TA,CarPort,2380,1,GasA,TA,2Story,1,TA,Lvl,Gtl,18450,Inside,68.0,IR1,60,RL,113.0,BrkCmn,None,8,NAmes,265,5,6,Y,Flat,Abnorml,WD,0,7,1021.0,0,1965,2007,1,0.0,1,14,129000
667,1679,0,None,3,1Fam,TA,No,1138.0,0.0,GLQ,Unf,1.0,0.0,Gd,270.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Fa,1,PConc,2,Typ,575.0,2.0,TA,RFn,TA,Attchd,1679,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8125,Inside,65.0,Reg,20,RL,258.0,BrkFace,None,10,SawyerW,42,5,6,Y,Gable,Normal,WD,0,7,1408.0,224,1994,2008,1,0.0,1,4,193500
668,1437,0,None,3,1Fam,TA,No,988.0,0.0,Rec,Unf,1.0,0.0,TA,200.0,Y,Norm,SBrkr,0,TA,TA,CemntBd,Wd Sdng,None,TA,1,CBlock,1,Min2,576.0,2.0,TA,Unf,TA,Detchd,1437,1,GasA,Gd,1Story,1,TA,Bnk,Mod,14175,Corner,68.0,Reg,20,RL,0.0,None,None,11,Sawyer,0,6,5,Y,Gable,Normal,WD,0,6,1188.0,304,1956,2006,1,43.0,1,31,168000
669,1180,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,700.0,Y,Norm,SBrkr,67,TA,TA,MetalSd,MetalSd,None,Gd,1,BrkTil,1,Typ,252.0,1.0,Fa,Unf,TA,Detchd,1180,0,GasA,Ex,1Story,1,Fa,Lvl,Gtl,11600,Inside,80.0,Reg,30,RL,0.0,None,None,7,Crawfor,0,5,4,Y,Gable,Normal,WD,0,5,700.0,0,1922,2006,1,0.0,1,28,137500
670,738,738,None,3,1Fam,TA,No,193.0,0.0,GLQ,Unf,1.0,0.0,Gd,545.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,540.0,2.0,TA,Fin,TA,Attchd,1476,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8633,FR2,64.0,Reg,60,RL,0.0,None,None,2,CollgCr,35,5,6,Y,Gable,Normal,WD,0,7,738.0,100,2005,2009,1,0.0,0,0,173500
671,697,672,None,3,1Fam,TA,No,551.0,0.0,BLQ,Unf,1.0,0.0,TA,121.0,N,Artery,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,2,Typ,300.0,1.0,TA,Unf,TA,Detchd,1369,0,GasA,TA,2Story,1,TA,Lvl,Gtl,6629,Inside,54.0,Reg,70,RH,0.0,None,None,7,Edwards,0,6,6,Y,Gambrel,Normal,WD,0,6,672.0,147,1925,2009,1,5.0,1,25,103600
672,1208,0,None,3,1Fam,TA,No,767.0,0.0,ALQ,Unf,1.0,0.0,Gd,441.0,Y,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,CBlock,1,Typ,546.0,2.0,TA,RFn,TA,Attchd,1208,1,GasA,TA,1Story,1,TA,Lvl,Gtl,11250,Inside,68.0,IR1,20,RL,0.0,None,None,6,Veenker,42,6,6,Y,Gable,Normal,WD,0,6,1208.0,198,1977,2006,1,0.0,0,0,165000
673,1839,0,None,3,1Fam,TA,No,1186.0,0.0,GLQ,Unf,1.0,0.0,TA,291.0,Y,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,TA,2,PConc,2,Typ,416.0,2.0,TA,Fin,TA,Attchd,1839,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14442,Inside,110.0,Reg,20,RL,106.0,BrkFace,None,6,Crawfor,87,7,6,Y,Hip,Normal,WD,200,7,1477.0,0,1957,2007,1,0.0,1,47,257500
674,1136,0,None,3,1Fam,TA,No,892.0,0.0,Rec,Unf,1.0,0.0,TA,244.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,1,CBlock,1,Typ,384.0,1.0,TA,RFn,TA,Attchd,1136,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9200,Inside,80.0,Reg,20,RL,0.0,None,None,7,NAmes,0,6,6,Y,Gable,Normal,WD,0,5,1136.0,426,1965,2008,1,0.0,0,0,140000
675,855,586,None,3,Twnhs,TA,No,311.0,0.0,ALQ,Unf,0.0,0.0,TA,544.0,Y,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,None,TA,1,CBlock,2,Typ,440.0,2.0,TA,Unf,TA,Attchd,1441,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2289,Inside,24.0,Reg,160,RL,0.0,None,None,4,NPkVill,0,6,6,Y,Gable,Normal,WD,0,7,855.0,28,1978,2009,1,0.0,0,0,148500
676,1095,679,Grvl,4,1Fam,Fa,No,0.0,0.0,Unf,Unf,1.0,0.0,TA,1095.0,N,Norm,SBrkr,90,TA,TA,AsbShng,Stucco,None,None,0,BrkTil,2,Min2,779.0,3.0,Fa,Unf,Fa,2Types,1774,0,GasW,Fa,2Story,2,TA,Lvl,Gtl,9600,Inside,60.0,Reg,70,RM,0.0,None,None,5,OldTown,0,2,4,N,Gable,Normal,WD,0,8,1095.0,0,1900,2006,1,20.0,1,50,87000
677,792,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,768.0,Y,Norm,SBrkr,120,TA,Gd,VinylSd,VinylSd,None,None,0,BrkTil,1,Typ,240.0,1.0,Fa,Unf,Fa,Detchd,792,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9022,Inside,52.0,Reg,30,RL,0.0,None,None,5,OldTown,0,8,5,N,Gable,Normal,WD,0,5,768.0,316,1924,2009,1,0.0,1,82,109500
678,2046,0,None,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Ex,2046.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,834.0,3.0,TA,Fin,TA,Attchd,2046,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11844,Inside,80.0,IR1,20,RL,464.0,Stone,None,7,StoneBr,82,5,8,Y,Hip,Partial,New,0,7,2046.0,322,2008,2009,1,0.0,0,0,372500
679,988,0,None,3,1Fam,TA,No,827.0,0.0,Rec,Unf,1.0,0.0,TA,161.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,572.0,2.0,TA,Unf,TA,Detchd,988,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9945,Inside,68.0,IR1,20,RL,57.0,BrkFace,None,10,Sawyer,0,5,5,Y,Hip,Normal,WD,0,5,988.0,0,1961,2007,1,2.0,0,0,128500
680,923,0,None,2,TwnhsE,TA,No,543.0,119.0,BLQ,BLQ,0.0,0.0,Gd,261.0,Y,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,1,CBlock,2,Typ,264.0,1.0,TA,RFn,TA,Attchd,923,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8012,Inside,50.0,Reg,120,RL,0.0,None,None,5,SawyerW,0,5,6,Y,Gable,Normal,WD,0,5,923.0,80,1980,2010,1,0.0,0,0,143000
681,848,672,Pave,3,1Fam,TA,No,182.0,0.0,Rec,Unf,0.0,0.0,TA,611.0,Y,Norm,SBrkr,56,TA,TA,VinylSd,Stucco,None,None,0,BrkTil,1,Typ,281.0,1.0,TA,Unf,TA,Detchd,1520,0,GasA,Ex,1.5Fin,1,TA,Bnk,Gtl,4500,Inside,55.0,IR2,50,RH,0.0,None,None,7,SWISU,0,5,5,Y,Gable,Abnorml,WD,0,6,793.0,0,1932,2009,1,36.0,1,68,159434
682,1291,0,None,2,1Fam,TA,Mn,1003.0,0.0,GLQ,Unf,1.0,0.0,Gd,288.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,1,PConc,1,Typ,431.0,2.0,TA,Unf,TA,Attchd,1291,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,2887,Inside,68.0,Reg,120,RL,0.0,None,None,11,ClearCr,0,5,6,Y,Gable,Normal,WD,0,6,1291.0,307,1996,2008,1,0.0,1,1,173000
683,1668,0,None,3,1Fam,TA,Av,1059.0,0.0,GLQ,Unf,1.0,0.0,Gd,567.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,702.0,3.0,TA,Fin,TA,Attchd,1668,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11248,Corner,90.0,IR1,20,RL,215.0,Stone,None,7,CollgCr,45,5,9,Y,Hip,Normal,WD,0,7,1626.0,257,2002,2007,1,0.0,0,0,285000
684,1195,644,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1195.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,486.0,2.0,TA,Fin,TA,Attchd,1839,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,16770,CulDSac,58.0,IR2,60,RL,30.0,BrkFace,None,6,NoRidge,81,5,7,Y,Gable,Normal,WD,0,7,1195.0,0,1998,2010,1,0.0,0,0,221000
685,1190,900,None,3,TwnhsE,TA,Mn,828.0,182.0,GLQ,LwQ,1.0,0.0,Gd,180.0,Y,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,TA,1,CBlock,2,Min1,577.0,2.0,TA,Fin,TA,Attchd,2090,0,GasA,Gd,2Story,1,Gd,Lvl,Gtl,5062,CulDSac,68.0,IR1,160,RL,0.0,None,None,9,StoneBr,0,5,7,Y,Gable,Normal,WD,0,6,1190.0,219,1984,2007,1,0.0,0,0,207500
686,874,887,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,874.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,3,Typ,578.0,2.0,TA,Fin,TA,Attchd,1761,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10207,Inside,84.0,Reg,60,FV,0.0,None,None,8,Somerst,105,6,7,Y,Gable,Partial,New,0,7,874.0,144,2007,2007,1,0.0,0,0,227875
687,551,551,None,2,TwnhsE,TA,No,239.0,0.0,GLQ,Unf,0.0,0.0,Gd,312.0,Y,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,None,0,PConc,2,Typ,480.0,2.0,TA,Unf,TA,Detchd,1102,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,5105,FR2,68.0,IR2,160,FV,0.0,None,None,3,Somerst,60,5,7,Y,Gable,Normal,WD,0,4,551.0,0,2004,2007,1,0.0,0,0,148800
688,1419,0,None,2,1Fam,TA,Av,945.0,0.0,GLQ,Unf,1.0,0.0,Gd,474.0,Y,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,567.0,2.0,TA,RFn,TA,Attchd,1419,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,8089,Inside,60.0,Reg,20,RL,0.0,BrkFace,None,10,StoneBr,0,6,8,Y,Gable,Partial,New,0,7,1419.0,140,2007,2007,1,0.0,0,0,392000
689,1362,0,None,2,TwnhsE,TA,Av,20.0,0.0,ALQ,Unf,0.0,0.0,Gd,1342.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,460.0,2.0,TA,RFn,TA,Attchd,1362,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7577,Corner,61.0,IR1,120,RL,256.0,Stone,None,6,NridgHt,28,5,6,Y,Gable,Normal,WD,0,6,1362.0,192,2005,2007,1,0.0,1,1,194700
690,848,0,None,1,TwnhsE,TA,Gd,697.0,0.0,GLQ,Unf,1.0,0.0,Gd,151.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,1,Typ,420.0,2.0,TA,RFn,TA,Attchd,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4426,Inside,68.0,Reg,120,RM,147.0,BrkFace,None,5,CollgCr,0,5,6,Y,Gable,Normal,WD,0,3,848.0,149,2004,2008,1,0.0,0,0,141000
691,2444,1872,None,4,1Fam,TA,Gd,1455.0,0.0,GLQ,Unf,0.0,1.0,Ex,989.0,Y,Norm,SBrkr,0,TA,Ex,HdBoard,HdBoard,None,Ex,2,PConc,3,Typ,832.0,3.0,TA,Fin,TA,Attchd,4316,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,21535,Corner,104.0,IR1,60,RL,1170.0,BrkFace,None,1,NoRidge,50,6,10,Y,Gable,Normal,WD,0,10,2444.0,382,1994,2007,1,0.0,1,1,755000
692,1238,1281,None,4,1Fam,TA,Gd,965.0,0.0,GLQ,Unf,1.0,0.0,Gd,245.0,Y,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,Gd,2,PConc,2,Typ,628.0,2.0,TA,RFn,TA,Attchd,2519,1,GasA,Ex,2Story,1,Gd,Lvl,Mod,26178,Inside,42.0,IR1,60,RL,293.0,BrkFace,None,4,Timber,27,5,7,Y,Hip,Normal,WD,0,9,1210.0,320,1989,2006,1,0.0,1,1,335000
